refid,unittitle,unitdate,container_type,container_label,extent,extent_desc,note_title,note_text,persname_1,persname_2,persname_3,persname_4
ref1546,3-D Animation: The Story of Peachtaro,1996,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/539/wang.hsiao-ling.1996.thesis.doc.PDF,Hsiao-Ling Wang,,,
ref1547,The Global Travelers' Journey,1999,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/540/wang.chiaomei.1999.thesis.doc.PDF,Chiaomei  Wang,,,
ref1548,Medieval Spain,1994,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/541/wanchai.mann.1994.thesis.PDF,Wanchai Mann,,,
ref1549,The Impact of T-1 Backbones on Telecommuncations Networks,1989,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/542/walsh.david.1989thesis.doc.PDF,David Walsh,,,
ref1550,Zap!,2003,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/543/walsh.matthew.2003.thesis.doc.PDF,Matthew Walsh,,,
ref1551,New York Teleport,1983,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/544/wall.robert.1983.thesis.doc.PDF,Robert Wall,,,
ref1552,Internet Privacy: A Digital Primer,2000,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/545/safier.lisa.2000.thesis.doc.PDF,Lisa Safier,,,
ref1553,Mooniverse: Object-Oriented Storytelling Community,2006,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/546/saito.makiko.2006.thesis.doc.PDF,Makiko Saito,,,
ref1554,Multi-media and the Changing TV Broadcasting Industry in Japan,1992,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/547/sakurada.junko.1992.thesis.doc.PDF,Junko Sakurada,,,
ref1555,Identifying Value in Web Investments,1998,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/548/salas.aurelio.1998.thesis.doc.PDF,Aurelio Salas,,,
ref1556,Type One Ritual,2005,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/549/sallade.peter.2005.thesis.doc.PDF,Peter  Sallade,,,
ref1557,The Family Hedge,2006,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/550/sallin.matthew.2006.thesis.doc.PDF,Matthew Sallin,,,
ref1558,Little Brother,2006,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/551/salmon.sean.2006.thesis.doc.PDF,Sean Salmon,,,
ref1559,CyberActive: A new and Improved Form of Democracy,1996,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/552/salsedo.carlos.1996.thesis.doc.PDF,Carlos Salsedo,,,
ref1560,Brave New Works: The Visual Design of Electronic Texts,1986,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/553/sanders.barbara.1986.thesis.doc.PDF,Barbara Sanders,,,
ref1561,Alumni Sport Films,2001,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/554/sandler.andy.2001.thesis.doc.PDF,Andy Sandler,,,
ref1562,FreeThrow: A Virtual Basketball Shoot Around,1997,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/555/sansaricq.thierry.1997.thesis.doc.PDF,Thierry Sansaricq,,,
ref1563,Un-Privacy.org: An Exploration into Mobile Phone Security,2006,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/556/santram.mohit.2006.thesis.doc.PDF,Mohit Santram,,,
ref1564,Transitions in L-Systems,2006,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/557/sarmiento.geraldine.2006.thesis.doc.PDF,Geraldine Sarmiento,,,
ref1565,Exploring Andhra Pradesh,1990,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/558/sarvotham.arundhati.1990.thesis.doc.PDF,Arundhati Sarvotham,,,
ref1566,Princess Tuba and the Prince,2002,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/559/satini.johnathan.2002.thesis.doc.PDF,Jonathan Santini,,,
ref1567,The Dog House: A Portable Drum Circle,2003,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/560/savypn.amit.2003.thesis.doc.PDF,Amit Savyon,,,
ref1568,Klurg's Intergalactic Travel Agency,1993,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/561/schachter.jordan.1993.thesis.doc.PDF,Jordan Schachter,,,
ref1569,A Transportation Planning Proposal Utilizing Telecommunications Traffic Patterns,1984,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/562/schell.suzan.1984.thesis.doc.PDF,Suzan Schell,,,
ref1570,Downloadable Mobile Phone Graphics: An Overview and Tutorial,2002,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/563/uhlfelder.evan.2002.thesis.doc.PDF,Evan Uhlfelder,,,
ref1571,Image Portfolio,1996,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/564/un.sue.1996.thesis.doc.PDF,Sue Un,,,
ref1572,Musical Devices,1999,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/565/urist.andrea.1999.thesis.doc.PDF,Andrea Urist,,,
ref1573,Text Rain,1999,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/566/utterback.camille.1999.thesis.doc.PDF,Camille Utterback,,,
ref1574,Desktop Video: Product Evaluation,1992,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/567/uziel.ester.1992.thesis.doc.PDF,Ester Uziel,,,
ref1575,High Definition Television and America's Future,1989,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/568/thalhimer.mark.1989.thesis.doc.PDF,Mark Thalhimer,,,
ref1576,MP3 Warrio,2004,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/569/theinyhong.pakon.2004.thesis.doc.PDF,Pakorn Theinthong,,,
ref1577,The Results of an Electronic Mail Pilot,1983,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/570/thomas.lisa.1983.thesis.doc.PDF,Lisa Thomas,,,
ref1578,The Automation of American Museums,1988,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/571/thomaswitt.laurel.1988.thesis.doc.PDF,Laurel Thomas-Witt,,,
ref1579,The Interactive Alphabet,1993,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/572/thompson.john.1993.thesis.doc.PDF,G. Harvey,,,
ref1580,Distributed Digital Agents: Toward an Information Ecology,2001,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/573/thompson.mark.2001.thesis.doc.PDF,Mark Thompson,,,
ref1581,Copyright and U.S. Satellite Broadcasting in the Caribbean Region,1988,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/574/thompson.rachel.1988.thesis.PDF,Rachel Thompson,,,
ref1582,The Motion Postcard,1989,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/575/rosen.joe.1989.thesis.doc.PDF,Joe Rosen,,,
ref1583,Did You Dream Last Night?,1995,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/576/rosenbaum.arthur.1995.thesis.doc.PDF,Arthur Rosenbaum,,,
ref1584,Hispanic Online Magazine,1995,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/577/rosenberg.axel.1995.thesis.doc.PDF,Axel Rosenberg,,,
ref1585,The Failure and Resurgence of Integrated Broadband Networks,2000,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/578/rosner.gilad.2000.thesis.doc.PDF,Gilad Rosner,,,
ref1586,The Stone Tree: Finding Balance in Collaborative Narrative Development,2006,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/579/ross.nancy.2006.thesis.doc.PDF,Nancy Ross,,,
ref1587,"""Yahad"": An After-School Technology Education Program for Youth from Impoverished Families in Israel",2002,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/580/rotblit.ziv.2002.thesis.doc.PDF,Ziv Rotblit,,,
ref1588,An Israeli Mosaic: An Online Educational Program that Provides a Social-Communal Education to Israeli High School Students,2005,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/581/rotblit.zohar.2005.thesis.doc.PDF,Zohar Rotblit,,,
ref1589,The Rapture of a New Network: CyberNetworks- The Distribution Mode and Future Forms of Music,1990,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/582/russell.kevin.1992.thesis.doc.PDF,Kevin Russell,,,
ref1590,The Tele-VRT Initiative,2003,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/583/russell.timothy.2003.thesis.doc.PDF,Timothy Russell,,,
ref1591,The Enabling Impact of Telecommunications on Wholesale Financial Services Growth and Globalization,1987,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/584/ryan.tricia.1987.thesis.doc.PDF,Tricia Ryan,,,
ref1592,Method and System for Manipulating Mechanical Objects and Exchanging Data Via the Internet,1999,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/585/rybak.susan.1999.thesis.doc.PDF,Susan Rybak,,,
ref1593,Marshall Street Life,1994,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/586/nadler.eric.1994.thesis.doc.PDF,Eric Nadler,,,
ref1594,Where the Rubber Meets the Road: Observations on Comeback Technology as Start-up Business,1987,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/587/nash.dorothy.1987.thesis.doc.PDF,Dorothy Nash,,,
ref1595,"The Use of Satellite Delivered Interactive Instruction Television in British Columbia, September 1976-December 1981",1981,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/588/nason.robert.1981.thesis.doc.PDF,Robert Nason,,,
ref1596,Madhu: The Smart Photo Taking Bot,2005,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/589/natarajan.balachandar.2005.thesis.doc.PDF,Balachandar Natarajan,,,
ref1597,A Shift in Time: An Interactive Painting on a Multi-view Display,2005,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/590/newton.jeremy.2005.thesis.doc.PDF,Jeremy  Newton,,,
ref1598,Portable Silent Space,2007,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/591/nguyen.anh.2007.thesis.doc.PDF,Anh Nguyen,,,
ref1599,Expert Systems,1987,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/592/nichols.eileen.1987.thesis.doc.PDF,Eileen Nichols,,,
ref1600,Two For Love,1999,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/593/thompson.tam.1999.thesis.doc.PDF,Tam Thompson,,,
ref1601,The Learning Disability Interactive Video Program,1985,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/594/thomsen.natasha.1985.thesis.doc.PDF,Natasha Thomsen,,,
ref1602,Mosaic Life,2001,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/595/thongthai.cathriya.2001.thesis.doc.PDF,Cathriya Thongthai,,,
ref1603,Goodhair.com,2000,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/596/thorpe.mavi.2000.thesis.doc.PDF,Mavi  Thorpe,,,
ref1604,"Planet Interactive: Objectives, Procedure & Conclusions",1991,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/597/thorsteinsson.halli.1991.thesis.doc.PDF,Haili Thorsteinsson,,,
ref1605,Swiftee: Wireless Intelligent Parking,2002,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/598/ting.richard.2002.thesis.doc.PDF,Richard Ting,,,
ref1606,Out of the Dump,1996,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/599/vail.chris.1996.thesis.doc.PDF,Chris Vail,,,
ref1607,The Observatory: A Collaborative Fiction Web Site,1997,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/600/vance.stuartcameron.1997.thesis.doc.PDF,Stuart Cameron Vance,,,
ref1608,"Interactive Tele-journalism: A System for Low Cost, Live, Interactive News Television Production",2004,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/601/vanevery.shawn.2004.thesis.doc.PDF,Shawn Van Every,,,
ref1609,Civil Remote Sensing in the United States: Applications and Privatization,1991,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/602/vannoni.belinda.1991.thesis.doc.PDF,Belinda Vannoni,,,
ref1610,Star,2005,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/603/vega.luna.2005.thesis.doc.PDF,Luna Vega,,,
ref1611,"Yoink! Oops, We Swiped Your Wifi",2005,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/604/versoza.joseph.2005.thesis.doc.PDF,Joseph Versoza,,,
ref1612,Tilt Interface for Portable Digital Assistants,1999,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/605/vianna.bruno.1999.thesis.doc.PDF,Bruno Vianna,,,
ref1613,A Bit Bizarre: An Exploration of Current Trends in Computer Security As It Relates to Dial-up Network Access,1991,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/606/vickery.david.1991.thesis.DOC.PDF,David Vickery,,,
ref1614,Online Performing Arts: An Experiment in Experiential Education,2005,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/607/vigeant.peter.2005.thesis.doc.PDF,Peter Vigeant,,,
ref1615,The Other Self,2003,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/608/vilaitanarak.orrawadee.2003.thesis.doc.PDF,Orrawadee Vilaitanarak,,,
ref1616,Xochu: A Russian Internet Trademark,1997,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/609/vinogradova.vica.1997.thesis.doc.PDF,Vica Vinogradova,,,
ref1617,Integrative Moviemaking,2004,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/610/vitale.pamela.2004.thesis.doc.PDF,Pamela Vitale,,,
ref1618,Social Online Community for Young Adult Cancer Survivors,2006,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/611/vizcaino.ariel.2006.thesis.doc.PDF,Ariel Vizcaino,,,
ref1619,Lost Road Map,2003,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/612/vlachos.paul.2003.thesis.doc.PDF,Paul Vlachos,,,
ref1620,Office Automation: Features and Functions,1985,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/613/vogel.roberta.1985.thesis.DOC.PDF,Roberta Vogel,,,
ref1621,My Moscow,2002,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/614/vogman.julia.2002.thesis.doc.PDF,Julia Vogman,,,
ref1622,Web Site For Antenna Satellite Television/Radio U.S.A.,2000,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/615/vorillas.athena.2000.thesis.doc.PDF,Athena Vorillas,,,
ref1623,"Intimate Television: A Formative Analysis of the ""Perception Disc""",1986,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/616/walker.timothy.1986.thesis.DOC.PDF,Timothy Walker,,,
ref1624,Analysis of the Cost Saving Potential of Electronic Banking Services: A Case Study of the Pronto Electronic Banking and Information System,1985,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/617/wall.joseph.1985.thesis.DOC.PDF,Joseph Wall,,,
ref1625,Implementing a Quality Assurance Program in a Major U.S. Service Company,1993,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/618/scheuber.heidi.1993.thesis.doc.PDF,Heidi Scheuber,,,
ref1626,Pools: Liquid Interfaces for Interactive Telepresence,1996,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/619/schlittler.joaopaulo.1996.thesis.doc.PDF,Joao Paulo Amaral Schlittler,,,
ref1627,Experimental Devices for Performance,2007,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/620/schneider.andrew.2007.thesis.doc.PDF,Andrew  Schneider,,,
ref1628,oJamo: Performance Tool System,2003,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/621/schneider.michael.2003.thesis.doc.PDF,Michael Schneider,,,
ref1629,An ISDN Prototype Database,1998,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/622/schuster.neal.1998.thesis.doc.PDF,Neal Schuster,,,
ref1630,The Wild Garden on a Remote Planet: A Collaborative Networked Ecosystem,2001,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/623/schwartz.alisa.2001.thesis.doc.PDF,Alisa Schwartz,,,
ref1631,An ISDN Prototype Database,1998,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/624/itri.theresa.1998.thesis.doc.PDF,Theresa Itri,,,
ref1632,EggMan's Bio,1998,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/625/iida.satoshi.1998.thesis.doc.PDF,Satoshi Iida,,,
ref1633,Strange Interactive: An Interactive Model for Educational Software and Design Internship with the Discovery Kids Channell,2004,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/626/jabbawy.nathaniel.2004.thesis.PDF,Nathaniel Jabbawy,,,
ref1634,Good to Go,1999,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/627/jackson.eloise.1999.thesis.doc.PDF,Eloise Jackson,,,
ref1635,Can Voice Mail Meet Business Communications Needs?,1985,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/628/jackson.mark.1985.thesis.doc.PDF,R. Mark Jackson,,,
ref1636,Broadband Architectures for Arts Education: A Preliminary Study,1995,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/629/jacobson.susan.1995.thesis.doc.PDF,Susan Jacobson,,,
ref1637,Changing Bodies,2003,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/630/jaeggli.erika.2003.PDF,Erika Jaeggli,,,
ref1638,An Interactive Electronic Publication: Design and Testing of Software Review,1982,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/631/jaffe.louis.1982.thesis.doc.PDF,Louis Jaffe,,,
ref1639,Compu Commercial,1991,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/632/jang.seongho.1991.thesis.doc.PDF,Seong-Ho Jang,,,
ref1640,Personal Digital Assistants,1995,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/633/jaworski.yetta.1995.thesis.doc.PDF,Yetta Marcus Jaworski,,,
ref1641,The Nanzetta Legacy,1998,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/634/jefferson.kriston.1998.thesis.PDF,Kristin Jefferson,,,
ref1642,Infinite for Pediatric Therapy,2006,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/635/jefferson.michael.2006.thesis.PDF,Michael Jefferson,,,
ref1643,The Emergence and Development of the X.500 Data Communications Protocol,1997,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/636/jenkins.angela.1996.thesis.doc.PDF,Angela  Jenkins,,,
ref1644,"""Explorers of the Ancient World: Egypt"" Designing for an Interactive 3D Virtual Space",2000,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/637/jensen.sarah.2000.thesis.doc.PDF,Sarah  Jensen,,,
ref1645,The Wild Garden on a Remote Planet: A Collaborative Networked Ecosystem,2001,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/638/schwartz.cynthia.2001.thesis.doc.PDF,Cynthia Lawson,,,
ref1646,Cords,2002,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/639/seder.betsy.2002.thesis.doc.PDF,Betsy Seder,,,
ref1647,Singing Wood: The Marimba,1994,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/640/sela.ayelet.1994.thesis.doc.PDF,Ayelet Sela,,,
ref1648,"A New Software Direction for Dragon Communications: Building a Market Rationale, a Development System and a Product",1990,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/641/senning.wynn.1990.thesis.doc.PDF,Wynn Senning,,,
ref1649,Deep Roots: An Interactive Story Inspired by a Korean Myth,2001,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/642/seok.jean.2001.thesis.doc.PDF,Jean Seok,,,
ref1650,European Forum: www.europeanforum.com,1998,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/643/seymour.sabine.1998.thesis.doc.PDF,Sabine Seymour,,,
ref1651,Scenarios for the Future of Advertising as Related to Future Media and Future Media Infrastructure,1992,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/644/shapiro.harry.1992.thesis.doc.PDF,Harry  Shapiro,,,
ref1652,Digital Non-Silver Processes,2000,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/645/shapoff.matthew.2000.thesis.doc.PDF,Matthew Shapoff,,,
ref1653,Integrating New Media into Small to Medium Sized Companies,1986,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/646/nicklas.kirk.1986.thesis.doc.PDF,Kirk Nicklas,,,
ref1654,Off Shore Data Processing and Its Possible Ramifications,1991,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/647/nicol.kathy.1991.thesis.doc.PDF,Kathy Nicol,,,
ref1655,Tempbot: An Online Multiplayer Shockwave Game,2001,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/648/nicolai.peter.2001.thesis.doc.PDF,Peter Nicolai,,,
ref1656,The Consideration of an Electronic Bulletin Board for a New Constituency,1992,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/649/niederhoffer.deborah.1992.thesis.doc.PDF,Deborah Niederhoffer,,,
ref1657,Robotic Typography,2004,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/650/nimoy.josh.2004.thesis.doc.PDF,Josh Nimoy,,,
ref1658,MA-- Behind Scene,2005,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/651/nishi.kochi.2005.thesis.doc.PDF,Kochi Nishi,,,
ref1659,The State of Telecommunication in Black South Africa During the Era of Apartheid and Now,1996,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/652/nkomo.sibongile.1996.thesis.PDF,Sibongile Pinky Nkomo,,,
ref1660,From Air to Wire: Cable Television's Effect on Broadcast Television and the Possible Entry of the Telcos,1989,Box,ITP Archive Thesis Database,1.0 object,One thesis pdf,Document Link,http://s3.amazonaws.com/itp_archive/documentation/653/nohe.richard.1989.thesis.doc.PDF,Richard Nohe,,,
